ano;cnae_2_descricao_secao;salario_medio;variable
2011;Artes, Cultura, Esporte E Recreação;766.6549339207049;Demissões
2011;Atividades Administrativas E Serviços Complementares;901.8909861219703;Demissões
2011;Atividades Financeiras, De Seguros E Serviços Relacionados;2789.5412112932604;Demissões
2011;Atividades Imobiliárias;1020.9855813953487;Demissões
2011;Atividades Profissionais, Científicas E Técnicas;1012.2611342426418;Demissões
2011;"Comércio; Reparação De Veículos Automotores E Motocicletas";926.8618376136545;Demissões
2011;Construção;759.9342265152633;Demissões
2011;Educação;1191.100985277463;Demissões
2011;Indústrias De Transformação;1430.2335388175889;Demissões
2011;Indústrias Extrativas;1112.0;Demissões
2011;Informação E Comunicação;1174.861718696398;Demissões
2011;Outras Atividades De Serviços;959.2809048067861;Demissões
2011;Saúde Humana E Serviços Sociais;999.7854566473989;Demissões
2011;Serviços Domésticos;868.0;Demissões
2011;Transporte, Armazenagem E Correio;991.2482100641676;Demissões
2011;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1247.1997093023256;Demissões
2012;Administração Pública, Defesa E Seguridade Social;768.3800874010553;Demissões
2012;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;637.8571428571429;Demissões
2012;Alojamento E Alimentação;854.9274969021067;Demissões
2012;Artes, Cultura, Esporte E Recreação;776.68522875817;Demissões
2012;Atividades Administrativas E Serviços Complementares;920.0312433423558;Demissões
2012;Atividades Financeiras, De Seguros E Serviços Relacionados;3089.6753238546603;Demissões
2012;Atividades Imobiliárias;1164.31;Demissões
2012;Atividades Profissionais, Científicas E Técnicas;1167.128572377158;Demissões
2012;"Comércio; Reparação De Veículos Automotores E Motocicletas";1034.6974009669686;Demissões
2012;Construção;926.3905745433117;Demissões
2012;Educação;1106.230058983666;Demissões
2012;Indústrias De Transformação;1731.0609775659652;Demissões
2012;Indústrias Extrativas;1270.2121212121212;Demissões
2012;Informação E Comunicação;1643.8043029533185;Demissões
2012;Outras Atividades De Serviços;1049.2691630340016;Demissões
2012;Saúde Humana E Serviços Sociais;889.8863252427185;Demissões
2012;Serviços Domésticos;603.9869565217392;Demissões
2012;Transporte, Armazenagem E Correio;1115.1189944322591;Demissões
2012;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1330.867469879518;Demissões
2013;Administração Pública, Defesa E Seguridade Social;854.0955171957672;Demissões
2013;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;939.8076923076923;Demissões
2013;Alojamento E Alimentação;982.5101782748311;Demissões
2013;Artes, Cultura, Esporte E Recreação;803.2724736842105;Demissões
2013;Atividades Administrativas E Serviços Complementares;941.910523026879;Demissões
2013;Atividades Financeiras, De Seguros E Serviços Relacionados;3630.09582010582;Demissões
2013;Atividades Imobiliárias;1171.6480612244898;Demissões
2013;Atividades Profissionais, Científicas E Técnicas;1131.3875019455252;Demissões
2013;"Comércio; Reparação De Veículos Automotores E Motocicletas";1067.9560450049669;Demissões
2013;Construção;949.4098193119398;Demissões
2013;Educação;1091.4113548915268;Demissões
2013;Eletricidade E Gás;7528.0;Demissões
2013;Indústrias De Transformação;1960.8410914069632;Demissões
2013;Indústrias Extrativas;1384.638036809816;Demissões
2013;Informação E Comunicação;1464.4078681261403;Demissões
2013;Organismos Internacionais E Outras Instituições Extraterritoriais;2229.3928571428573;Demissões
2013;Outras Atividades De Serviços;1033.8534473507714;Demissões
2013;Saúde Humana E Serviços Sociais;1234.0868541780446;Demissões
2013;Serviços Domésticos;1500.0;Demissões
2013;Transporte, Armazenagem E Correio;1325.059223771093;Demissões
2013;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1269.2852956989248;Demissões
2014;Administração Pública, Defesa E Seguridade Social;1008.6351947705443;Demissões
2014;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;957.8;Demissões
2014;Alojamento E Alimentação;823.9433191230207;Demissões
2014;Artes, Cultura, Esporte E Recreação;1383.9132183908046;Demissões
2014;Atividades Administrativas E Serviços Complementares;999.0212574716079;Demissões
2014;Atividades Financeiras, De Seguros E Serviços Relacionados;3748.3848608137046;Demissões
2014;Atividades Imobiliárias;964.7768306010929;Demissões
2014;Atividades Profissionais, Científicas E Técnicas;1278.4685618479882;Demissões
2014;"Comércio; Reparação De Veículos Automotores E Motocicletas";1188.462153280687;Demissões
2014;Construção;1070.8136777777777;Demissões
2014;Educação;1008.2459187516815;Demissões
2014;Eletricidade E Gás;10170.0;Demissões
2014;Indústrias De Transformação;2003.9521219124656;Demissões
2014;Indústrias Extrativas;1582.2781954887218;Demissões
2014;Informação E Comunicação;1520.3398632521132;Demissões
2014;Organismos Internacionais E Outras Instituições Extraterritoriais;2098.675;Demissões
2014;Outras Atividades De Serviços;1234.1668553008597;Demissões
2014;Saúde Humana E Serviços Sociais;1211.5407361963191;Demissões
2014;Serviços Domésticos;489.2857142857143;Demissões
2014;Transporte, Armazenagem E Correio;1291.456832181923;Demissões
2014;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1273.3771428571429;Demissões
2015;Administração Pública, Defesa E Seguridade Social;1478.755766559045;Demissões
2015;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;852.5454545454545;Demissões
2015;Alojamento E Alimentação;972.8761385907605;Demissões
2015;Artes, Cultura, Esporte E Recreação;1203.0349453551912;Demissões
2015;Atividades Administrativas E Serviços Complementares;1101.3117016788258;Demissões
2015;Atividades Financeiras, De Seguros E Serviços Relacionados;3370.9035497470486;Demissões
2015;Atividades Imobiliárias;1122.279814814815;Demissões
2015;Atividades Profissionais, Científicas E Técnicas;1410.1288300835654;Demissões
2015;"Comércio; Reparação De Veículos Automotores E Motocicletas";1301.3991448308718;Demissões
2015;Construção;1043.544614361702;Demissões
2015;Educação;1328.2274710221286;Demissões
2015;Eletricidade E Gás;1265.4796428571428;Demissões
2015;Indústrias De Transformação;2334.766515078213;Demissões
2015;Indústrias Extrativas;1573.2246376811595;Demissões
2015;Informação E Comunicação;1599.470679047083;Demissões
2015;Organismos Internacionais E Outras Instituições Extraterritoriais;4584.166666666667;Demissões
2015;Outras Atividades De Serviços;1316.244855072464;Demissões
2015;Saúde Humana E Serviços Sociais;1302.0283526682133;Demissões
2015;Serviços Domésticos;1162.7777777777778;Demissões
2015;Transporte, Armazenagem E Correio;1505.898148205686;Demissões
2015;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1557.697492063492;Demissões
2016;Administração Pública, Defesa E Seguridade Social;1163.774434986792;Demissões
2016;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1060.608695652174;Demissões
2016;Alojamento E Alimentação;1072.4590303867403;Demissões
2016;Artes, Cultura, Esporte E Recreação;1113.312074829932;Demissões
2016;Atividades Administrativas E Serviços Complementares;1199.370282878412;Demissões
2016;Atividades Financeiras, De Seguros E Serviços Relacionados;6028.78273068267;Demissões
2016;Atividades Imobiliárias;1395.0717105263157;Demissões
2016;Atividades Profissionais, Científicas E Técnicas;1722.1973000791766;Demissões
2016;"Comércio; Reparação De Veículos Automotores E Motocicletas";1496.1669681733867;Demissões
2016;Construção;1327.726367971062;Demissões
2016;Educação;1584.6247715946845;Demissões
2016;Eletricidade E Gás;8675.0;Demissões
2016;Indústrias De Transformação;1898.8650008613265;Demissões
2016;Indústrias Extrativas;1206.368487394958;Demissões
2016;Informação E Comunicação;1804.8933379348425;Demissões
2016;Organismos Internacionais E Outras Instituições Extraterritoriais;1199.8;Demissões
2016;Outras Atividades De Serviços;1344.7858056580567;Demissões
2016;Saúde Humana E Serviços Sociais;1190.539105820106;Demissões
2016;Serviços Domésticos;905.0;Demissões
2016;Transporte, Armazenagem E Correio;1701.7101640024912;Demissões
2016;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1670.2135483870968;Demissões
2017;Administração Pública, Defesa E Seguridade Social;999.0873101314771;Demissões
2017;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;653.1361904761904;Demissões
2017;Alojamento E Alimentação;1170.3055226161368;Demissões
2017;Artes, Cultura, Esporte E Recreação;1488.7852249134949;Demissões
2017;Atividades Administrativas E Serviços Complementares;1339.892993776197;Demissões
2017;Atividades Financeiras, De Seguros E Serviços Relacionados;7714.571640855457;Demissões
2017;Atividades Imobiliárias;1476.4337190082645;Demissões
2017;Atividades Profissionais, Científicas E Técnicas;2850.6402461139896;Demissões
2017;"Comércio; Reparação De Veículos Automotores E Motocicletas";1607.831084691424;Demissões
2017;Construção;1607.3725884016972;Demissões
2017;Educação;2016.2088396946565;Demissões
2017;Indústrias De Transformação;2505.48752039555;Demissões
2017;Indústrias Extrativas;787.2865676567657;Demissões
2017;Informação E Comunicação;1964.9252758037226;Demissões
2017;Organismos Internacionais E Outras Instituições Extraterritoriais;1155.2857142857142;Demissões
2017;Outras Atividades De Serviços;1529.7087991021324;Demissões
2017;Saúde Humana E Serviços Sociais;916.7031849551415;Demissões
2017;Serviços Domésticos;690.0;Demissões
2017;Transporte, Armazenagem E Correio;1793.1915916787616;Demissões
2017;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1837.3222510822511;Demissões
2018;Administração Pública, Defesa E Seguridade Social;1665.504362339515;Demissões
2018;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1337.375;Demissões
2018;Alojamento E Alimentação;1218.5142482168333;Demissões
2018;Artes, Cultura, Esporte E Recreação;1727.2166666666667;Demissões
2018;Atividades Administrativas E Serviços Complementares;1237.9618100377766;Demissões
2018;Atividades Financeiras, De Seguros E Serviços Relacionados;6039.387667584941;Demissões
2018;Atividades Imobiliárias;1515.2885185185187;Demissões
2018;Atividades Profissionais, Científicas E Técnicas;2268.8545321637425;Demissões
2018;"Comércio; Reparação De Veículos Automotores E Motocicletas";1596.5612130751877;Demissões
2018;Construção;981.7928124543196;Demissões
2018;Educação;1688.1254168607359;Demissões
2018;Indústrias De Transformação;2324.453702639143;Demissões
2018;Indústrias Extrativas;2014.4264705882354;Demissões
2018;Informação E Comunicação;2246.452162348877;Demissões
2018;Outras Atividades De Serviços;1580.445;Demissões
2018;Saúde Humana E Serviços Sociais;1225.0850235849057;Demissões
2018;Serviços Domésticos;1076.0;Demissões
2018;Transporte, Armazenagem E Correio;1598.4468780273007;Demissões
2018;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1866.254419642857;Demissões
2019;Administração Pública, Defesa E Seguridade Social;1339.4444695259594;Demissões
2019;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1558.975;Demissões
2019;Alojamento E Alimentação;1256.329057591623;Demissões
2019;Artes, Cultura, Esporte E Recreação;1578.7789068825912;Demissões
2019;Atividades Administrativas E Serviços Complementares;1739.719747727505;Demissões
2019;Atividades Financeiras, De Seguros E Serviços Relacionados;5985.889691516709;Demissões
2019;Atividades Imobiliárias;1662.9013300492609;Demissões
2019;Atividades Profissionais, Científicas E Técnicas;2480.2310300111153;Demissões
2019;"Comércio; Reparação De Veículos Automotores E Motocicletas";1686.8941234711708;Demissões
2019;Construção;1604.162186547926;Demissões
2019;Educação;1682.5858474208928;Demissões
2019;Indústrias De Transformação;2005.357639290136;Demissões
2019;Indústrias Extrativas;2091.1369863013697;Demissões
2019;Informação E Comunicação;2004.586042998257;Demissões
2019;Outras Atividades De Serviços;1815.2812763466043;Demissões
2019;Saúde Humana E Serviços Sociais;1697.9060681114552;Demissões
2019;Serviços Domésticos;15.64;Demissões
2019;Transporte, Armazenagem E Correio;1758.2477618847288;Demissões
2019;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1839.5573122529645;Demissões
2020;Administração Pública, Defesa E Seguridade Social;1780.499846491228;Demissões
2020;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1041.0;Demissões
2020;Alojamento E Alimentação;1377.0813406010607;Demissões
2020;Artes, Cultura, Esporte E Recreação;5184.621530944625;Demissões
2020;Atividades Administrativas E Serviços Complementares;1625.6790709502416;Demissões
2020;Atividades Financeiras, De Seguros E Serviços Relacionados;5468.505127143702;Demissões
2020;Atividades Imobiliárias;2034.9561621621622;Demissões
2020;Atividades Profissionais, Científicas E Técnicas;3975.7764056482674;Demissões
2020;"Comércio; Reparação De Veículos Automotores E Motocicletas";1739.765184141185;Demissões
2020;Construção;2977.221211508204;Demissões
2020;Educação;25347.086118690313;Demissões
2020;Indústrias De Transformação;4363.596809432146;Demissões
2020;Informação E Comunicação;2573.8345405405407;Demissões
2020;Outras Atividades De Serviços;1728.0388480000001;Demissões
2020;Saúde Humana E Serviços Sociais;1837.412147102526;Demissões
2020;Transporte, Armazenagem E Correio;1830.255504351266;Demissões
2020;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2451.007070707071;Demissões
2021;Administração Pública, Defesa E Seguridade Social;2515.1610638297875;Demissões
2021;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1296.0714285714287;Demissões
2021;Alojamento E Alimentação;1483.894016629357;Demissões
2021;Artes, Cultura, Esporte E Recreação;1552.2111985018728;Demissões
2021;Atividades Administrativas E Serviços Complementares;1847.171905632411;Demissões
2021;Atividades Financeiras, De Seguros E Serviços Relacionados;2771.2821410579345;Demissões
2021;Atividades Imobiliárias;1657.4713095238094;Demissões
2021;Atividades Profissionais, Científicas E Técnicas;4890.30955415398;Demissões
2021;"Comércio; Reparação De Veículos Automotores E Motocicletas";1761.6549751163043;Demissões
2021;Construção;2492.7334197292066;Demissões
2021;Educação;23843.417772539775;Demissões
2021;Indústrias De Transformação;2767.569950968947;Demissões
2021;Informação E Comunicação;2824.382752070141;Demissões
2021;Outras Atividades De Serviços;2186.1651165980797;Demissões
2021;Saúde Humana E Serviços Sociais;1925.114128440367;Demissões
2021;Transporte, Armazenagem E Correio;2174.3538327770943;Demissões
2021;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2222.052167487685;Demissões
2022;Administração Pública, Defesa E Seguridade Social;2964.092077922078;Demissões
2022;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1480.9854545454546;Demissões
2022;Alojamento E Alimentação;1493.3469345303263;Demissões
2022;Artes, Cultura, Esporte E Recreação;2040.174199288256;Demissões
2022;Atividades Administrativas E Serviços Complementares;1882.128720606381;Demissões
2022;Atividades Financeiras, De Seguros E Serviços Relacionados;3885.1819390581713;Demissões
2022;Atividades Imobiliárias;1743.6551798561152;Demissões
2022;Atividades Profissionais, Científicas E Técnicas;6814.7205811853555;Demissões
2022;"Comércio; Reparação De Veículos Automotores E Motocicletas";2413.6953215961466;Demissões
2022;Construção;2195.711636774923;Demissões
2022;Educação;28117.233148464165;Demissões
2022;Indústrias De Transformação;3785.423953084274;Demissões
2022;Informação E Comunicação;3214.1287263464337;Demissões
2022;Outras Atividades De Serviços;2299.935623742455;Demissões
2022;Saúde Humana E Serviços Sociais;2017.4192404156215;Demissões
2022;Transporte, Armazenagem E Correio;2494.8977655735134;Demissões
2022;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2086.1670355731226;Demissões
2023;Administração Pública, Defesa E Seguridade Social;3200.6722111111108;Demissões
2023;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1605.5165789473683;Demissões
2023;Alojamento E Alimentação;1659.517783710532;Demissões
2023;Artes, Cultura, Esporte E Recreação;2131.5127069674186;Demissões
2023;Atividades Administrativas E Serviços Complementares;1699.2091921782599;Demissões
2023;Atividades Financeiras, De Seguros E Serviços Relacionados;6845.88238098721;Demissões
2023;Atividades Imobiliárias;1975.9028103896105;Demissões
2023;Atividades Profissionais, Científicas E Técnicas;6173.998298795832;Demissões
2023;"Comércio; Reparação De Veículos Automotores E Motocicletas";2112.81222558705;Demissões
2023;Construção;2428.7769435603363;Demissões
2023;Educação;30400.051403687423;Demissões
2023;Indústrias De Transformação;2927.187837748456;Demissões
2023;Indústrias Extrativas;1697.86;Demissões
2023;Informação E Comunicação;4167.788106756864;Demissões
2023;Outras Atividades De Serviços;2237.550018833652;Demissões
2023;Saúde Humana E Serviços Sociais;1940.89779462029;Demissões
2023;Transporte, Armazenagem E Correio;2582.389136056642;Demissões
2023;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2188.8586386363636;Demissões
2024;Administração Pública, Defesa E Seguridade Social;3346.0479166666664;Demissões
2024;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;2544.9715;Demissões
2024;Alojamento E Alimentação;1951.3671686417501;Demissões
2024;Artes, Cultura, Esporte E Recreação;2100.4309708737865;Demissões
2024;Atividades Administrativas E Serviços Complementares;2053.979503930443;Demissões
2024;Atividades Financeiras, De Seguros E Serviços Relacionados;7754.445489361702;Demissões
2024;Atividades Imobiliárias;1996.058455882353;Demissões
2024;Atividades Profissionais, Científicas E Técnicas;5607.874534778682;Demissões
2024;"Comércio; Reparação De Veículos Automotores E Motocicletas";2196.122806205569;Demissões
2024;Construção;2464.1967708990037;Demissões
2024;Educação;16955.72490416667;Demissões
2024;Indústrias De Transformação;3223.761426282051;Demissões
2024;Informação E Comunicação;3326.7634840425535;Demissões
2024;Outras Atividades De Serviços;2128.9996070569364;Demissões
2024;Saúde Humana E Serviços Sociais;1934.7382999582812;Demissões
2024;Transporte, Armazenagem E Correio;2529.393309121983;Demissões
2024;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2377.4551436781608;Demissões
